1830210,1,2
1798493,2,2
2661196,3,1.75
2944646,4,2.75
3676990,5,2
1653666,6,3.25
3306696,7,2.75
971697,8,2.25
3979653,9,1.75
3491643,10,2.25
1440986,11,1.75
3795977,12,2
822376,13,2.75
2597718,14,3
3161350,15,2.75
4252592,16,2
3494733,17,2
4279077,18,3
904959,19,3
70205,20,2.25
671998,21,2.5
500725,22,2.25
3093259,23,2.5
2392694,24,2.5
1001481,25,2
3558317,26,2
1247920,27,2
3011118,28,2.75
388939,29,3
1977252,30,3.75
2949036,31,3.5
985552,32,3.5
3744788,33,3.5
3170213,34,2.75
2614350,35,2.25
4393757,36,4
3291402,37,4
548743,38,3.5
2836025,39,3.5
910397,40,2.75
1959171,41,3
1096360,42,2.5
3159320,43,2.5
1465733,44,2.75
1813095,45,2.5
3269548,46,3.25
3513068,47,3
2537932,48,2.75
1809612,49,2.75
2406733,50,2.25
3939053,51,2.75
526295,52,2.75
3354484,53,2.5
1496994,54,2.5
2994691,55,2.5
3193775,56,2.75
4048608,57,2.75
2122171,58,3.25
2865245,59,3.25
3421011,60,2.75
1901387,61,3.25
