000000013FFEF1C0,1,-11.8513,-11.8513,-68.3833,31.6167
000000013FFEF1C0,2,-15.223,-3.37174,-68.3833,31.6167
000000013FFEF1C0,3,-13.4752,1.74784,-68.3833,31.6167
000000013FFEF1C0,4,-12.734,0.741138,-68.3833,31.6167
000000013FFEF1C0,5,-12.5292,0.204884,-68.3833,31.6167
000000013FFEF1C0,6,-38.1018,-25.5726,-68.3833,31.6167
000000013FFEF1C0,7,-45.3043,-7.20251,-68.3833,31.6167
000000013FFEF1C0,8,-60.2753,-14.971,-68.3833,31.6167
000000013FFEF1C0,9,-54.6244,5.65087,-68.3833,31.6167
000000013FFEF1C0,10,-47.8653,6.75906,-68.3833,31.6167
000000013FFEF1C0,11,-41.6541,6.21121,-68.3833,31.6167
000000013FFEF1C0,12,-37.1458,4.5083,-68.3833,31.6167
000000013FFEF1C0,13,-25.8118,11.334,-68.3833,31.6167
000000013FFEF1C0,14,-14.8338,10.978,-68.3833,31.6167
000000013FFEF1C0,15,-7.04789,7.7859,-68.3833,31.6167
000000013FFEF1C0,16,5.32619,12.3741,-68.3833,31.6167
000000013FFEF1C0,17,12.1476,6.82139,-68.3833,31.6167
000000013FFEF1C0,18,1.686,-10.4616,-68.3833,31.6167
000000013FFEF1C0,19,-7.61068,-9.29668,-68.3833,31.6167
000000013FFEF1C0,20,-15.2498,-7.63914,-68.3833,31.6167
000000013FFEF1C0,21,-17.2979,-2.04811,-68.3833,31.6167
000000013FFEF1C0,22,-14.193,3.10496,-68.3833,31.6167
000000013FFEF1C0,23,-24.5607,-10.3677,-68.3833,31.6167
000000013FFEF1C0,24,-26.5511,-1.99036,-68.3833,31.6167
000000013FFEF1C0,25,-36.635,-10.0839,-68.3833,31.6167
000000013FFEF1C0,26,-49.5698,-12.9348,-68.3833,31.6167
000000013FFEF1C0,27,-39.9121,9.65771,-68.3833,31.6167
000000013FFEF1C0,28,-37.5067,2.40534,-68.3833,31.6167
000000013FFEF1C0,29,-24.9139,12.5929,-68.3833,31.6167
000000013FFEF1C0,30,-12.3855,12.5284,-68.3833,31.6167
000000013FFEF1C0,31,-4.09457,8.2909,-68.3833,31.6167
000000013FFEF1C0,32,-13.544,-9.44947,-68.3833,31.6167
000000013FFEF1C0,33,-22.7669,-9.22282,-68.3833,31.6167
000000013FFEF1C0,34,-23.6508,-0.883976,-68.3833,31.6167
000000013FFEF1C0,35,-45.9048,-22.254,-68.3833,31.6167
000000013FFEF1C0,36,-53.8683,-7.96343,-68.3833,31.6167
000000013FFEF1C0,37,-40.2744,13.5939,-68.3833,31.6167
000000013FFEF1C0,38,-47.4744,-7.20007,-68.3833,31.6167
000000013FFEF1C0,39,-34.1038,13.3707,-68.3833,31.6167
000000013FFEF1C0,40,-19.6177,14.486,-68.3833,31.6167
000000013FFEF1C0,41,-23.8896,-4.27184,-68.3833,31.6167
000000013FFEF1C0,42,-27.4884,-3.5988,-68.3833,31.6167
000000013FFEF1C0,43,-21.5306,5.95772,-68.3833,31.6167
000000013FFEF1C0,44,-27.6061,-6.07545,-68.3833,31.6167
000000013FFEF1C0,45,-25.5737,2.03245,-68.3833,31.6167
000000013FFEF1C0,46,-29.025,-3.45136,-68.3833,31.6167
000000013FFEF1C0,47,-18.73,10.295,-68.3833,31.6167
000000013FFEF1C0,48,-13.0237,5.7063,-68.3833,31.6167
000000013FFEF1C0,49,-23.9672,-10.9434,-68.3833,31.6167
000000013FFEF1C0,50,-7.83604,16.1311,-68.3833,31.6167
000000013FFEF1C0,51,-8.2343,-0.398254,-68.3833,31.6167
000000013FFEF1C0,52,-18.5957,-10.3614,-68.3833,31.6167
000000013FFEF1C0,53,-19.5736,-0.977856,-68.3833,31.6167
000000013FFEF1C0,54,-15.4831,4.09046,-68.3833,31.6167
000000013FFEF1C0,55,-22.1493,-6.66617,-68.3833,31.6167
000000013FFEF1C0,56,-17.1679,4.98137,-68.3833,31.6167
000000013FFEF1C0,57,-13.7129,3.455,-68.3833,31.6167
000000013FFEF1C0,58,-31.6521,-17.9392,-68.3833,31.6167
000000013FFEF1C0,59,-33.2349,-1.58275,-68.3833,31.6167
000000013FFEF1C0,60,-24.69,8.54489,-68.3833,31.6167
000000013FFEF1C0,61,-25.1612,-0.471256,-68.3833,31.6167
000000013FFEF1C0,62,-11.5421,13.6191,-68.3833,31.6167
000000013FFEF1C0,63,-15.6957,-4.15359,-68.3833,31.6167
000000013FFEF1C0,64,-7.83862,7.85711,-68.3833,31.6167
000000013FFEF1C0,65,-7.9426,-0.103973,-68.3833,31.6167
000000013FFEF1C0,66,-15.8773,-7.93474,-68.3833,31.6167
000000013FFEF1C0,67,-19.2979,-3.42057,-68.3833,31.6167
000000013FFEF1C0,68,-27.5021,-8.20421,-68.3833,31.6167
000000013FFEF1C0,69,-31.9548,-4.45271,-68.3833,31.6167
000000013FFEF1C0,70,-42.2786,-10.3238,-68.3833,31.6167
000000013FFEF1C0,71,-34.3544,7.9242,-68.3833,31.6167
000000013FFEF1C0,72,-29.893,4.46139,-68.3833,31.6167
000000013FFEF1C0,73,-30.6598,-0.76683,-68.3833,31.6167
000000013FFEF1C0,74,-28.8402,1.81967,-68.3833,31.6167
000000013FFEF1C0,75,-22.4943,6.34588,-68.3833,31.6167
