3192365,1,73.25
384680,2,66.25
1559858,3,55.5
2322868,4,50.75
3741875,5,54.25
2393874,6,50
1440646,7,60.75
2999281,8,65.25
734469,9,69.75
1436601,10,74.25
2699085,11,69.75
1058641,12,61.25
4498223,13,57
1567853,14,55.25
2713386,15,57.25
702269,16,61.75
2920165,17,59.5
574671,18,56.5
621297,19,51.75
3522661,20,52.75
2812981,21,56.75
1507406,22,55
1506883,23,59.5
3164074,24,54
1899057,25,49
1721557,26,54
2206271,27,51.5
4327930,28,54.25
1954228,29,59.25
4087170,30,53.25
3828321,31,55.5
4483466,32,50.75
356505,33,42.75
1529766,34,46
3239384,35,42.75
1432831,36,41.5
2346501,37,49.5
2048631,38,49
1503506,39,45
1958584,40,52.75
3069924,41,51.5
1718916,42,52.25
3215574,43,56
1764455,44,53
2263090,45,53.75
4328298,46,59
852908,47,64.5
2532196,48,76.25
3908169,49,71
382059,50,73.25
1629175,51,64.5
2220408,52,54.75
1977151,53,60.5
3344867,54,57
981647,55,62.5
3312001,56,66.5
713706,57,60.25
223751,58,61.5
3907284,59,48.25
3002713,60,50.75
4246644,61,51.75
4536050,62,49.75
3368856,63,62.5
2614233,64,52.5
1316203,65,54.25
2800614,66,63.5
3271847,67,57
2299705,68,65.75
1543963,69,62.75
3792175,70,51.25
254730,71,50
3323892,72,52
179923,73,53.25
2577524,74,55.75
4461302,75,58.25
