1453447878,184,57
1453447879,185,60
1453447880,186,56
1453447881,187,38
1453447882,188,66
1453447883,189,57
1453447884,190,66
1453447885,191,83
1453447886,192,64
1453447887,193,53
1453447888,194,34
1453447889,195,27
1453447890,196,29
1453447891,197,40
1453447892,198,60
1453447893,199,67
1453447894,200,74
1453447895,201,74
1453447896,202,69
1453447897,203,66
1453447898,204,63
1453447899,205,50
1453447899,206,56
1453447900,207,51
1453447901,208,53
1453447902,209,51
1453447904,210,60
1453447904,211,60
1453447905,212,64
1453447906,213,75
1453447907,214,78
1453447908,215,75
1453447909,216,57
1453447910,217,60
1453447911,218,50
1453447912,219,40
1453447913,220,53
1453447914,221,60
1453447915,222,40
1453447916,223,69
1453447917,224,74
1453447918,225,84
1453447919,226,100
1453447920,227,100
1453447921,228,100
1453447922,229,100
1453447923,230,100
1453447924,231,94
1453447925,232,91
1453447926,233,88
1453447927,234,69
1453447928,235,70
1453447929,236,69
1453447930,237,66
1453447931,238,80
1453447932,239,84
1453447933,240,83
1453447934,241,75
1453447935,242,61
1453447936,243,66
1453447937,244,60
1453447938,245,69
1453447939,246,80
1453447940,247,69
1453447941,248,70
1453447942,249,69
1453447943,250,61
1453447944,251,75
1453447945,252,80
1453447946,253,84
1453447947,254,91
1453447948,255,84
1453447949,256,74
1453447950,257,63
1453447951,258,60
1453447952,259,61
1453447953,260,77
1453447954,261,67
1453447955,262,70
1453447956,263,67
1453447957,264,63
1453447958,265,70
1453447959,266,70
1453447960,267,64
1453447961,268,69
1453447962,269,75
1453447963,270,64
1453447964,271,77
1453447965,272,69
1453447966,273,67
1453447967,274,80
1453447968,275,90
1453447969,276,93
1453447970,277,100
1453447971,278,94
1453447972,279,80
1453447973,280,70
1453447974,281,60
1453447975,282,61
1453447976,283,66
1453447977,284,90
1453447978,285,96
1453447979,286,100
1453447980,287,100
1453447981,288,93
1453447982,289,90
1453447983,290,84
1453447984,291,75
1453447985,292,66
1453447986,293,69
1453447987,294,77
1453447988,295,70
