1453448577,296,66
1453448578,297,56
1453448579,298,51
1453448580,299,67
1453448581,300,56
1453448582,301,43
1453448583,302,53
1453448584,303,48
1453448585,304,70
1453448586,305,100
1453448587,306,97
1453448588,307,83
1453448589,308,78
1453448590,309,60
1453448591,310,50
1453448592,311,61
1453448593,312,41
1453448594,313,23
1453448595,314,13
1453448596,315,13
1453448597,316,21
1453448598,317,40
1453448599,318,40
1453448600,319,30
1453448601,320,23
1453448602,321,20
1453448603,322,20
1453448604,323,34
1453448605,324,43
1453448606,325,34
1453448607,326,44
1453448608,327,34
1453448609,328,35
1453448610,329,34
1453448611,330,35
1453448612,331,30
1453448613,332,24
1453448614,333,13
1453448615,334,13
1453448616,335,16
1453448617,336,26
1453448618,337,48
1453448619,338,51
1453448620,339,50
1453448621,340,47
1453448622,341,30
1453448623,342,21
1453448624,343,50
1453448625,344,26
1453448626,345,53
1453448627,346,56
1453448628,347,29
1453448629,348,53
1453448630,349,35
1453448631,350,51
1453448632,351,60
1453448633,352,44
1453448634,353,53
1453448635,354,24
1453448636,355,27
1453448637,356,43
1453448638,357,35
1453448639,358,48
1453448640,359,24
1453448641,360,16
1453448642,361,35
1453448643,362,27
1453448644,363,41
1453448645,364,41
1453448646,365,10
1453448647,366,3
1453448648,367,17
1453448649,368,16
1453448650,369,21
1453448651,370,37
1453448652,371,21
1453448653,372,24
1453448654,373,17
1453448655,374,8
1453448656,375,11
1453448657,376,23
1453448658,377,53
1453448659,378,67
1453448660,379,64
1453448661,380,69
1453448662,381,38
1453448663,382,24
1453448664,383,38
1453448665,384,29
1453448666,385,37
1453448667,386,35
1453448668,387,14
1453448669,388,1
1453448670,389,1
1453448671,390,1
1453448672,391,1
1453448673,392,1
1453448674,393,1
1453448675,394,11
1453448676,395,1
1453448677,396,10
1453448678,397,1
1453448679,398,1
1453448680,399,4
1453448681,400,1
1453448682,401,10
1453448683,402,23
1453448684,403,14
1453448685,404,8
1453448686,405,1
