000000013FFEF1C0,1,88
000000013FFEF1C0,2,67
000000013FFEF1C0,3,69
000000013FFEF1C0,4,60
000000013FFEF1C0,5,48
000000013FFEF1C0,6,70
000000013FFEF1C0,7,67
000000013FFEF1C0,8,83
000000013FFEF1C0,9,90
000000013FFEF1C0,10,74
000000013FFEF1C0,11,81
000000013FFEF1C0,12,60
000000013FFEF1C0,13,40
000000013FFEF1C0,14,38
000000013FFEF1C0,15,44
000000013FFEF1C0,16,56
000000013FFEF1C0,17,80
000000013FFEF1C0,18,100
000000013FFEF1C0,19,93
000000013FFEF1C0,20,75
000000013FFEF1C0,21,53
000000013FFEF1C0,22,20
000000013FFEF1C0,23,11
000000013FFEF1C0,24,17
000000013FFEF1C0,25,27
000000013FFEF1C0,26,51
000000013FFEF1C0,27,47
000000013FFEF1C0,28,60
000000013FFEF1C0,29,60
000000013FFEF1C0,30,35
000000013FFEF1C0,31,30
000000013FFEF1C0,32,41
000000013FFEF1C0,33,50
000000013FFEF1C0,34,69
000000013FFEF1C0,35,75
000000013FFEF1C0,36,64
000000013FFEF1C0,37,51
000000013FFEF1C0,38,48
000000013FFEF1C0,39,44
000000013FFEF1C0,40,38
000000013FFEF1C0,41,43
000000013FFEF1C0,42,41
000000013FFEF1C0,43,57
000000013FFEF1C0,44,75
000000013FFEF1C0,45,83
000000013FFEF1C0,46,70
000000013FFEF1C0,47,70
000000013FFEF1C0,48,51
000000013FFEF1C0,49,30
000000013FFEF1C0,50,51
000000013FFEF1C0,51,56
000000013FFEF1C0,52,70
000000013FFEF1C0,53,69
000000013FFEF1C0,54,53
000000013FFEF1C0,55,57
000000013FFEF1C0,56,51
000000013FFEF1C0,57,80
000000013FFEF1C0,58,93
000000013FFEF1C0,59,74
000000013FFEF1C0,60,69
000000013FFEF1C0,61,47
000000013FFEF1C0,62,34
000000013FFEF1C0,63,26
000000013FFEF1C0,64,11
000000013FFEF1C0,65,17
000000013FFEF1C0,66,29
000000013FFEF1C0,67,44
000000013FFEF1C0,68,75
000000013FFEF1C0,69,75
000000013FFEF1C0,70,67
000000013FFEF1C0,71,60
000000013FFEF1C0,72,37
000000013FFEF1C0,73,41
000000013FFEF1C0,74,41
000000013FFEF1C0,75,40
000000013FFEF1C0,76,44
000000013FFEF1C0,77,40
000000013FFEF1C0,78,43
000000013FFEF1C0,79,43
000000013FFEF1C0,80,48
000000013FFEF1C0,81,74
000000013FFEF1C0,82,57
000000013FFEF1C0,83,63
000000013FFEF1C0,84,57
000000013FFEF1C0,85,40
000000013FFEF1C0,86,56
000000013FFEF1C0,87,69
000000013FFEF1C0,88,69
000000013FFEF1C0,89,66
000000013FFEF1C0,90,57
000000013FFEF1C0,91,47
000000013FFEF1C0,92,48
000000013FFEF1C0,93,50
000000013FFEF1C0,94,43
000000013FFEF1C0,95,47
000000013FFEF1C0,96,47
000000013FFEF1C0,97,53
000000013FFEF1C0,98,64
000000013FFEF1C0,99,54
000000013FFEF1C0,100,47
000000013FFEF1C0,101,27
000000013FFEF1C0,102,24
000000013FFEF1C0,103,38
000000013FFEF1C0,104,38
000000013FFEF1C0,105,53
000000013FFEF1C0,106,61
000000013FFEF1C0,107,54
000000013FFEF1C0,108,66
000000013FFEF1C0,109,57
000000013FFEF1C0,110,60
000000013FFEF1C0,111,54
000000013FFEF1C0,112,56
000000013FFEF1C0,113,75
000000013FFEF1C0,114,64
000000013FFEF1C0,115,70
000000013FFEF1C0,116,66
000000013FFEF1C0,117,50
000000013FFEF1C0,118,50
000000013FFEF1C0,119,40
000000013FFEF1C0,120,44
000000013FFEF1C0,121,47
000000013FFEF1C0,122,57
000000013FFEF1C0,123,74
000000013FFEF1C0,124,78
000000013FFEF1C0,125,78
000000013FFEF1C0,126,77
000000013FFEF1C0,127,69
000000013FFEF1C0,128,64
000000013FFEF1C0,129,64
000000013FFEF1C0,130,56
000000013FFEF1C0,131,57
000000013FFEF1C0,132,40
000000013FFEF1C0,133,44
000000013FFEF1C0,134,51
000000013FFEF1C0,135,51
000000013FFEF1C0,136,61
000000013FFEF1C0,137,60
000000013FFEF1C0,138,60
000000013FFEF1C0,139,61
000000013FFEF1C0,140,56
000000013FFEF1C0,141,56
000000013FFEF1C0,142,57
000000013FFEF1C0,143,60
000000013FFEF1C0,144,64
000000013FFEF1C0,145,53
000000013FFEF1C0,146,50
000000013FFEF1C0,147,48
000000013FFEF1C0,148,38
000000013FFEF1C0,149,35
000000013FFEF1C0,150,47
000000013FFEF1C0,151,40
000000013FFEF1C0,152,61
000000013FFEF1C0,153,69
000000013FFEF1C0,154,64
000000013FFEF1C0,155,77
000000013FFEF1C0,156,61
000000013FFEF1C0,157,64
000000013FFEF1C0,158,56
000000013FFEF1C0,159,44
000000013FFEF1C0,160,30
000000013FFEF1C0,161,21
000000013FFEF1C0,162,20
000000013FFEF1C0,163,10
000000013FFEF1C0,164,8
000000013FFEF1C0,165,14
000000013FFEF1C0,166,27
000000013FFEF1C0,167,57
000000013FFEF1C0,168,69
000000013FFEF1C0,169,81
000000013FFEF1C0,170,70
000000013FFEF1C0,171,66
000000013FFEF1C0,172,80
000000013FFEF1C0,173,54
000000013FFEF1C0,174,61
000000013FFEF1C0,175,50
000000013FFEF1C0,176,48
000000013FFEF1C0,177,57
000000013FFEF1C0,178,50
000000013FFEF1C0,179,44
000000013FFEF1C0,180,30
000000013FFEF1C0,181,37
000000013FFEF1C0,182,27
000000013FFEF1C0,183,38
000000013FFEF1C0,184,48
000000013FFEF1C0,185,29
000000013FFEF1C0,186,43
000000013FFEF1C0,187,41
000000013FFEF1C0,188,44
000000013FFEF1C0,189,77
000000013FFEF1C0,190,70
000000013FFEF1C0,191,81
000000013FFEF1C0,192,70
000000013FFEF1C0,193,54
000000013FFEF1C0,194,69
000000013FFEF1C0,195,44
000000013FFEF1C0,196,40
000000013FFEF1C0,197,53
000000013FFEF1C0,198,37
000000013FFEF1C0,199,47
000000013FFEF1C0,200,66
000000013FFEF1C0,201,48
000000013FFEF1C0,202,57
000000013FFEF1C0,203,60
000000013FFEF1C0,204,53
000000013FFEF1C0,205,74
000000013FFEF1C0,206,74
000000013FFEF1C0,207,66
000000013FFEF1C0,208,70
000000013FFEF1C0,209,50
